orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber,Product,Sales,CustomerNumber,CustomerName,CustomerCountry,CustomerCity,customer_order_status,cust_fname,cust_lname,cust_state,product_vender,order_date,Revenue
10357,S10_1949,32,199.3,10,1952 Alpine Renault 1300,"6,377.60",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Classic Metal Creations,10-Dec-04,11377.6
10358,S18_2238,20,142.45,10,1998 Chrysler Plymouth Prowler,"2,849.00",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Gearbox Collectibles,10-Dec-04,7849
10360,S700_3962,31,92.36,10,The Queen Mary,"2,863.16",496,Kelly's Gift Shop,New Zealand,Auckland,Shipped,Tony,Snowden,NULL,Welly Diecast Productions,16-Dec-04,7863.16
10361,S700_3167,44,76.8,10,F/A 18 Hornet 1/72,"3,379.20",282,Souveniers And Things Co.,Australia,Chatswood,Shipped,Adrian,Huxley,NSW,Motor City Art Classics,17-Dec-04,8379.2
10363,S18_3278,46,69.15,10,1969 Dodge Super Bee,"3,180.90",334,Suominen Souveniers,Finland,Espoo,Shipped,Kalle,Suominen,NULL,Min Lin Diecast,6-Jan-05,8180.9
10367,S24_1046,21,72.76,10,1970 Chevy Chevelle SS 454,"1,527.96",205,Toys4GrownUps.com,USA,Pasadena,Resolved,Julie,Young,CA,Unimax Art Galleries,12-Jan-05,6527.96
10371,S50_1392,48,97.23,10,Diamond T620 Semi-Skirted Tanker,"4,667.04",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Highway 66 Mini Classics,23-Jan-05,9667.04
10373,S24_3816,23,83.86,10,1940 Ford Delivery Sedan,"1,928.78",311,"Oulu Toy Supplies, Inc.",Finland,Oulu,Shipped,Pirkko,Koskitalo,NULL,Carousel DieCast Legends,31-Jan-05,6928.78
10375,S700_2834,25,98.48,10,ATA: B757-300,"2,462.00",119,La Rochelle Gifts,France,Nantes,Shipped,Janine,Labrune,NULL,Highway 66 Mini Classics,3-Feb-05,7462
10378,S18_3482,43,146.99,10,1976 Ford Gran Torino,"6,320.57",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Gearbox Collectibles,10-Feb-05,11320.57
10380,S18_2325,40,119.5,10,1932 Model A Ford J-Coupe,"4,780.00",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Autoart Studio Design,16-Feb-05,9780
10382,S12_1108,34,166.24,10,2001 Ferrari Enzo,"5,652.16",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Second Gear Diecast,17-Feb-05,10652.16
10383,S50_1514,38,48.62,10,1962 City of Detroit Streetcar,"1,847.56",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Classic Metal Creations,22-Feb-05,6847.56
10386,S700_2610,37,67.22,10,The USS Constitution Ship,"2,487.14",141,Euro+ Shopping Channel,Spain,Madrid,Resolved,Diego,Freyre,NULL,Red Start Diecast,1-Mar-05,7487.14
10390,S24_4620,30,66.29,10,1961 Chevrolet Impala,"1,988.70",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Classic Metal Creations,4-Mar-05,6988.7
10391,S18_1097,29,114.34,10,1940 Ford Pickup Truck,"3,315.86",276,"Anna's Decorations, Ltd",Australia,North Sydney,Shipped,Anna,O'Hara,NSW,Studio M Art Models,9-Mar-05,8315.86
10393,S12_4473,32,99.54,10,1957 Chevy Pickup,"3,185.28",323,"Down Under Souveniers, Inc",New Zealand,Auckland,Shipped,Mike,Graham,NULL,Exoto Designs,11-Mar-05,8185.28
10398,S700_3167,29,76.8,10,F/A 18 Hornet 1/72,"2,227.20",353,Reims Collectables,France,Reims,Shipped,Paul,Henriot,NULL,Motor City Art Classics,30-Mar-05,7227.2
10401,S700_2466,85,98.72,10,America West Airlines B757-200,"8,391.20",328,Tekni Collectables Inc.,USA,Newark,On Hold,William,Brown,NJ,Motor City Art Classics,3-Apr-05,13391.2
10407,S24_1628,64,45.78,10,1966 Shelby Cobra 427 S/C,"2,929.92",450,The Sharp Gifts Warehouse,USA,San Jose,On Hold,Sue,Frick,CA,Carousel DieCast Legends,22-Apr-05,7929.92
10412,S24_2300,70,109.9,10,1962 Volkswagen Microbus,"7,693.00",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Autoart Studio Design,3-May-05,12693
10414,S24_2011,43,108.14,10,18th century schooner,"4,650.02",362,Gifts4AllAges.com,USA,Boston,On Hold,Juri,Yoshido,MA,Carousel DieCast Legends,6-May-05,9650.02
10416,S700_3167,39,65.6,10,F/A 18 Hornet 1/72,"2,558.40",386,L'ordine Souveniers,Italy,Reggio Emilia,Shipped,Maurizio,Moroni,NULL,Motor City Art Classics,10-May-05,7558.4
10419,S12_4675,32,99.04,10,1969 Dodge Charger,"3,169.28",382,Salzburg Collectables,Austria,Salzburg,Shipped,Georg,Pipps,NULL,Welly Diecast Productions,17-May-05,8169.28
10420,S24_3191,35,77.05,10,1969 Chevrolet Camaro Z28,"2,696.75",282,Souveniers And Things Co.,Australia,Chatswood,In Process,Adrian,Huxley,NSW,Exoto Designs,29-May-05,7696.75
10425,S18_2432,19,48.62,10,1926 Ford Fire Engine,923.78,119,La Rochelle Gifts,France,Nantes,In Process,Janine,Labrune,NULL,Carousel DieCast Legends,31-May-05,5923.78
10103,S10_1949,26,214.3,11,1952 Alpine Renault 1300,"5,571.80",121,Baane Mini Imports,Norway,Stavern,Shipped,Jonas,Bergulfsen,NULL,Classic Metal Creations,29-Jan-03,10571.8
10104,S32_2509,35,51.95,11,1954 Greyhound Scenicruiser,"1,818.25",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Classic Metal Creations,31-Jan-03,6818.25
10105,S18_3140,22,136.59,11,1903 Ford Model A,"3,004.98",145,Danish Wholesale Imports,Denmark,Kobenhavn,Shipped,Jytte,Petersen,NULL,Unimax Art Galleries,11-Feb-03,8004.98
10106,S24_3949,50,55.96,11,Corsair F4U ( Bird Cage),"2,798.00",278,Rovelli Gifts,Italy,Bergamo,Shipped,Giovanni,Rovelli,NULL,Second Gear Diecast,17-Feb-03,7798
10108,S18_4721,44,139.87,11,1957 Corvette Convertible,"6,154.28",385,Cruz & Sons Co.,Philippines,Makati City,Shipped,Arnold,Cruz,NULL,Classic Metal Creations,3-Mar-03,11154.28
10110,S24_2766,43,82.69,11,1949 Jaguar XK 120,"3,555.67",187,"AV Stores, Co.",UK,Manchester,Shipped,Rachel,Ashworth,NULL,Classic Metal Creations,18-Mar-03,8555.67
10117,S50_1514,21,55.65,11,1962 City of Detroit Streetcar,"1,168.65",148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Shipped,Eric,Natividad,NULL,Classic Metal Creations,16-Apr-03,6168.65
10119,S10_4757,46,112.88,11,1972 Alfa Romeo GTA,"5,192.48",382,Salzburg Collectables,Austria,Salzburg,Shipped,Georg,Pipps,NULL,Motor City Art Classics,28-Apr-03,10192.48
10120,S32_4289,29,68.79,11,1928 Ford Phaeton Deluxe,"1,994.91",114,"Australian Collectors, Co.",Australia,Melbourne,Shipped,Peter,Ferguson,Victoria,Highway 66 Mini Classics,29-Apr-03,6994.91
10122,S12_3990,32,65.44,11,1970 Plymouth Hemi Cuda,"2,094.08",350,Marseille Mini Autos,France,Marseille,Shipped,Laurence,Lebihan,NULL,Studio M Art Models,8-May-03,7094.08
10124,S24_3191,49,76.19,11,1969 Chevrolet Camaro Z28,"3,733.31",112,Signal Gift Stores,USA,Las Vegas,Shipped,Jean,King,NV,Exoto Designs,21-May-03,8733.31
10126,S10_1949,38,205.73,11,1952 Alpine Renault 1300,"7,817.74",458,"Corrida Auto Replicas, Ltd",Spain,Madrid,Shipped,Martín,Sommer,NULL,Classic Metal Creations,28-May-03,12817.74
10127,S12_4473,24,100.73,11,1957 Chevy Pickup,"2,417.52",151,Muscle Machine Inc,USA,NYC,Shipped,Jeff,Young,NY,Exoto Designs,3-Jun-03,7417.52
10135,S24_4620,23,76.8,11,1961 Chevrolet Impala,"1,766.40",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Classic Metal Creations,2-Jul-03,6766.4
10138,S24_3191,49,77.05,11,1969 Chevrolet Camaro Z28,"3,775.45",496,Kelly's Gift Shop,New Zealand,Auckland,Shipped,Tony,Snowden,NULL,Exoto Designs,7-Jul-03,8775.45
10140,S10_1949,37,186.44,11,1952 Alpine Renault 1300,"6,898.28",161,Technics Stores Inc.,USA,Burlingame,Shipped,Juri,Hashimoto,CA,Classic Metal Creations,24-Jul-03,11898.28
10142,S12_3891,46,167.83,11,1969 Ford Falcon,"7,720.18",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Second Gear Diecast,8-Aug-03,12720.18
10143,S700_2047,26,87.8,11,HMS Bounty,"2,282.80",320,Mini Creations Ltd.,USA,New Bedford,Shipped,Wing,Huang,MA,Unimax Art Galleries,10-Aug-03,7282.8
10145,S24_2000,47,63.98,11,1960 BSA Gold Star DBD34,"3,007.06",205,Toys4GrownUps.com,USA,Pasadena,Shipped,Julie,Young,CA,Highway 66 Mini Classics,25-Aug-03,8007.06
10147,S24_4620,31,72.76,11,1961 Chevrolet Impala,"2,255.56",379,Collectables For Less Inc.,USA,Brickhaven,Shipped,Allen,Nelson,MA,Classic Metal Creations,5-Sep-03,7255.56
10148,S18_3685,28,135.63,11,1948 Porsche Type 356 Roadster,"3,797.64",276,"Anna's Decorations, Ltd",Australia,North Sydney,Shipped,Anna,O'Hara,NSW,Gearbox Collectibles,11-Sep-03,8797.64
10149,S18_1749,34,156.4,11,1917 Grand Touring Sedan,"5,317.60",487,Signal Collectibles Ltd.,USA,Brisbane,Shipped,Sue,Taylor,CA,Welly Diecast Productions,12-Sep-03,10317.6
10150,S18_2957,30,56.21,11,1934 Ford V8 Coupe,"1,686.30",148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Shipped,Eric,Natividad,NULL,Min Lin Diecast,19-Sep-03,6686.3
10153,S12_1108,20,201.57,11,2001 Ferrari Enzo,"4,031.40",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Second Gear Diecast,28-Sep-03,9031.4
10155,S18_3029,44,83.44,11,1999 Yamaha Speed Boat,"3,671.36",186,"Toys of Finland, Co.",Finland,Helsinki,Shipped,Matti,Karttunen,NULL,Min Lin Diecast,6-Oct-03,8671.36
10159,S24_2360,27,67.18,11,1982 Ducati 900 Monster,"1,813.86",321,Corporate Gift Ideas Co.,USA,San Francisco,Shipped,Julie,Brown,CA,Highway 66 Mini Classics,10-Oct-03,6813.86
10161,S18_1984,48,139.41,11,1995 Honda Civic,"6,691.68",227,Heintze Collectables,Denmark,Århus,Shipped,Palle,Ibsen,NULL,Min Lin Diecast,17-Oct-03,11691.68
10165,S18_2238,29,134.26,11,1998 Chrysler Plymouth Prowler,"3,893.54",148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Shipped,Eric,Natividad,NULL,Gearbox Collectibles,22-Oct-03,8893.54
10167,S24_3151,20,77,11,1912 Ford Model T Delivery Wagon,"1,540.00",448,Scandinavian Gift Ideas,Sweden,Bräcke,Cancelled,Martha,Larsson,NULL,Min Lin Diecast,23-Oct-03,6540
10168,S24_1785,49,93.01,11,1928 British Royal Navy Airplane,"4,557.49",161,Technics Stores Inc.,USA,Burlingame,Shipped,Juri,Hashimoto,CA,Classic Metal Creations,28-Oct-03,9557.49
10169,S24_2360,38,66.49,11,1982 Ducati 900 Monster,"2,526.62",276,"Anna's Decorations, Ltd",Australia,North Sydney,Shipped,Anna,O'Hara,NSW,Highway 66 Mini Classics,4-Nov-03,7526.62
10173,S24_3969,35,35.7,11,1936 Mercedes Benz 500k Roadster,"1,249.50",278,Rovelli Gifts,Italy,Bergamo,Shipped,Giovanni,Rovelli,NULL,Red Start Diecast,5-Nov-03,6249.5
10175,S700_2824,42,80.92,11,1982 Camaro Z28,"3,398.64",324,"Stylish Desk Decors, Co.",UK,London,Shipped,Ann,Brown,NULL,Carousel DieCast Legends,6-Nov-03,8398.64
10177,S18_3259,29,92.77,11,Collectable Wooden Train,"2,690.33",344,CAF Imports,Spain,Madrid,Shipped,Jesus,Fernandez,NULL,Carousel DieCast Legends,7-Nov-03,7690.33
10178,S24_3816,21,68.77,11,1940 Ford Delivery Sedan,"1,444.17",242,Alpha Cognac,France,Toulouse,Shipped,Annette,Roulet,NULL,Carousel DieCast Legends,8-Nov-03,6444.17
10180,S10_4698,41,164.61,11,2003 Harley-Davidson Eagle Drag Bike,"6,749.01",171,Daedalus Designs Imports,France,Lille,Shipped,Martine,Rancé,NULL,Red Start Diecast,11-Nov-03,11749.01
10181,S12_4675,36,107.1,11,1969 Dodge Charger,"3,855.60",167,Herkku Gifts,Norway,Bergen,Shipped,Veysel,Oeztan,NULL,Welly Diecast Productions,12-Nov-03,8855.6
10182,S18_4409,36,88.35,11,1932 Alfa Romeo 8C2300 Spider Sport,"3,180.60",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Exoto Designs,12-Nov-03,8180.6
10183,S18_2957,39,51.22,11,1934 Ford V8 Coupe,"1,997.58",339,"Classic Gift Ideas, Inc",USA,Philadelphia,Shipped,Francisca,Cervantes,PA,Min Lin Diecast,13-Nov-03,6997.58
10184,S24_2300,24,117.57,11,1962 Volkswagen Microbus,"2,821.68",484,"Iberia Gift Imports, Corp.",Spain,Sevilla,Shipped,José Pedro,Roel,NULL,Autoart Studio Design,14-Nov-03,7821.68
10185,S18_3259,49,94.79,11,Collectable Wooden Train,"4,644.71",320,Mini Creations Ltd.,USA,New Bedford,Shipped,Wing,Huang,MA,Carousel DieCast Legends,14-Nov-03,9644.71
10192,S18_1129,22,140.12,11,1993 Mazda RX-7,"3,082.64",363,Online Diecast Creations Co.,USA,Nashua,Shipped,Dorothy,Young,NH,Highway 66 Mini Classics,20-Nov-03,8082.64
10193,S18_2325,44,115.69,11,1932 Model A Ford J-Coupe,"5,090.36",471,"Australian Collectables, Ltd",Australia,Glen Waverly,Shipped,Sean,Clenahan,Victoria,Autoart Studio Design,21-Nov-03,10090.36
10194,S10_1949,42,203.59,11,1952 Alpine Renault 1300,"8,550.78",146,"Saveley & Henriot, Co.",France,Lyon,Shipped,Mary,Saveley,NULL,Classic Metal Creations,25-Nov-03,13550.78
10197,S700_3962,35,88.39,11,The Queen Mary,"3,093.65",216,Enaco Distributors,Spain,Barcelona,Shipped,Eduardo,Saavedra,NULL,Welly Diecast Productions,26-Nov-03,8093.65
10203,S18_3278,33,66.74,11,1969 Dodge Super Bee,"2,202.42",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Min Lin Diecast,2-Dec-03,7202.42
10204,S24_3432,48,104.94,11,2002 Chevy Corvette,"5,037.12",151,Muscle Machine Inc,USA,NYC,Shipped,Jeff,Young,NY,Gearbox Collectibles,2-Dec-03,10037.12
10206,S18_3320,28,99.21,11,1917 Maxwell Touring Car,"2,777.88",202,Canadian Gift Exchange Network,Canada,Vancouver,Shipped,Yoshi,Tamuri,BC,Exoto Designs,5-Dec-03,7777.88
10207,S18_3232,25,140.55,11,1992 Ferrari 360 Spider red,"3,513.75",495,Diecast Collectables,USA,Boston,Shipped,Valarie,Franco,MA,Unimax Art Galleries,9-Dec-03,8513.75
10208,S18_3259,48,96.81,11,Collectable Wooden Train,"4,646.88",146,"Saveley & Henriot, Co.",France,Lyon,Shipped,Mary,Saveley,NULL,Carousel DieCast Legends,2-Jan-04,9646.88
10210,S50_1341,43,43.2,11,1930 Buick Marquette Phaeton,"1,857.60",177,Osaka Souveniers Co.,Japan,Kita-ku,Shipped,Mory,Kentary,Osaka,Studio M Art Models,12-Jan-04,6857.6
10211,S24_2360,21,62.33,11,1982 Ducati 900 Monster,"1,308.93",406,Auto Canal+ Petit,France,Paris,Shipped,Dominique,Perrier,NULL,Highway 66 Mini Classics,15-Jan-04,6308.93
10212,S18_3232,40,155.79,11,1992 Ferrari 360 Spider red,"6,231.60",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Unimax Art Galleries,16-Jan-04,11231.6
10222,S24_3816,46,77.99,11,1940 Ford Delivery Sedan,"3,587.54",239,Collectable Mini Designs Co.,USA,San Diego,Shipped,Valarie,Thompson,CA,Carousel DieCast Legends,19-Feb-04,8587.54
10223,S24_1785,34,87.54,11,1928 British Royal Navy Airplane,"2,976.36",114,"Australian Collectors, Co.",Australia,Melbourne,Shipped,Peter,Ferguson,Victoria,Classic Metal Creations,20-Feb-04,7976.36
10225,S18_3482,27,119.06,11,1976 Ford Gran Torino,"3,214.62",298,"Vida Sport, Ltd",Switzerland,Genève,Shipped,Mihael,Holz,NULL,Gearbox Collectibles,22-Feb-04,8214.62
10227,S18_4409,34,87.43,11,1932 Alfa Romeo 8C2300 Spider Sport,"2,972.62",146,"Saveley & Henriot, Co.",France,Lyon,Shipped,Mary,Saveley,NULL,Exoto Designs,2-Mar-04,7972.62
10229,S700_2824,50,91.04,11,1982 Camaro Z28,"4,552.00",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Carousel DieCast Legends,11-Mar-04,9552
10235,S700_4002,34,70.33,11,American Airlines: MD-11S,"2,391.22",260,"Royal Canadian Collectables, Ltd.",Canada,Tsawassen,Shipped,Elizabeth,Lincoln,BC,Second Gear Diecast,2-Apr-04,7391.22
10241,S18_1589,21,119.46,11,1965 Aston Martin DB5,"2,508.66",209,Mini Caravy,France,Strasbourg,Shipped,Frédérique,Citeaux,NULL,Classic Metal Creations,13-Apr-04,7508.66
10246,S18_2432,30,57.73,11,1926 Ford Fire Engine,"1,731.90",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Carousel DieCast Legends,5-May-04,6731.9
10248,S18_4522,42,87.77,11,1904 Buick Runabout,"3,686.34",131,Land of Toys Inc.,USA,NYC,Cancelled,Kwai,Lee,NY,Exoto Designs,7-May-04,8686.34
10250,S700_2466,35,90.75,11,America West Airlines B757-200,"3,176.25",450,The Sharp Gifts Warehouse,USA,San Jose,Shipped,Sue,Frick,CA,Motor City Art Classics,11-May-04,8176.25
10253,S12_3380,22,102.17,11,1968 Dodge Charger,"2,247.74",201,"UK Collectables, Ltd.",UK,Liverpool,Cancelled,Elizabeth,Devon,NULL,Welly Diecast Productions,1-Jun-04,7247.74
10254,S24_1046,34,66.88,11,1970 Chevy Chevelle SS 454,"2,273.92",323,"Down Under Souveniers, Inc",New Zealand,Auckland,Shipped,Mike,Graham,NULL,Unimax Art Galleries,3-Jun-04,7273.92
10259,S32_1268,45,95.35,11,1980’s GM Manhattan Express,"4,290.75",166,Handji Gifts& Co,Singapore,Singapore,Shipped,Wendy,Victorino,NULL,Motor City Art Classics,15-Jun-04,9290.75
10262,S24_3420,46,65.75,11,1937 Horch 930V Limousine,"3,024.50",141,Euro+ Shopping Channel,Spain,Madrid,Cancelled,Diego,Freyre,NULL,Autoart Studio Design,24-Jun-04,8024.5
10263,S24_4278,24,59.41,11,1900s Vintage Tri-Plane,"1,425.84",175,Gift Depot Inc.,USA,Bridgewater,Shipped,Julie,King,CT,Unimax Art Galleries,28-Jun-04,6425.84
10266,S12_4675,40,112.86,11,1969 Dodge Charger,"4,514.40",386,L'ordine Souveniers,Italy,Reggio Emilia,Shipped,Maurizio,Moroni,NULL,Welly Diecast Productions,6-Jul-04,9514.4
10268,S18_4409,35,84.67,11,1932 Alfa Romeo 8C2300 Spider Sport,"2,963.45",412,"Extreme Desk Decorations, Ltd",New Zealand,Wellington,Shipped,Sarah,McRoy,NULL,Exoto Designs,12-Jul-04,7963.45
10270,S18_3136,38,85.87,11,18th Century Vintage Horse Carriage,"3,263.06",282,Souveniers And Things Co.,Australia,Chatswood,Shipped,Adrian,Huxley,NSW,Red Start Diecast,19-Jul-04,8263.06
10271,S18_2432,25,59.55,11,1926 Ford Fire Engine,"1,488.75",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Carousel DieCast Legends,20-Jul-04,6488.75
10273,S24_2011,22,103.23,11,18th century schooner,"2,271.06",314,Petit Auto,Belgium,Bruxelles,Shipped,Catherine,Dewey,NULL,Carousel DieCast Legends,21-Jul-04,7271.06
10275,S24_1785,25,97.38,11,1928 British Royal Navy Airplane,"2,434.50",119,La Rochelle Gifts,France,Nantes,Shipped,Janine,Labrune,NULL,Classic Metal Creations,23-Jul-04,7434.5
10276,S50_4713,21,67.53,11,2002 Yamaha YZR M1,"1,418.13",204,Online Mini Collectables,USA,Brickhaven,Shipped,Miguel,Barajas,MA,Autoart Studio Design,2-Aug-04,6418.13
10280,S24_2022,45,36.29,11,1938 Cadillac V-16 Presidential Limousine,"1,633.05",249,Amica Models & Co.,Italy,Torino,Shipped,Paolo,Accorti,NULL,Classic Metal Creations,17-Aug-04,6633.05
10281,S700_2824,27,89.01,11,1982 Camaro Z28,"2,403.27",157,Diecast Classics Inc.,USA,Allentown,Shipped,Kelvin,Leong,PA,Carousel DieCast Legends,19-Aug-04,7403.27
10282,S24_1444,29,49.71,11,1970 Dodge Coronet,"1,441.59",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Highway 66 Mini Classics,20-Aug-04,6441.59
10283,S700_3962,38,85.41,11,The Queen Mary,"3,245.58",260,"Royal Canadian Collectables, Ltd.",Canada,Tsawassen,Shipped,Elizabeth,Lincoln,BC,Welly Diecast Productions,20-Aug-04,8245.58
10284,S18_1662,45,137.19,11,1980s Black Hawk Helicopter,"6,173.55",299,"Norway Gifts By Mail, Co.",Norway,Oslo,Shipped,Jan,Klaeboe,NULL,Red Start Diecast,21-Aug-04,11173.55
10285,S24_2000,39,61.7,11,1960 BSA Gold Star DBD34,"2,406.30",286,Marta's Replicas Co.,USA,Cambridge,Shipped,Marta,Hernandez,MA,Highway 66 Mini Classics,27-Aug-04,7406.3
10287,S24_3371,20,58.17,11,1971 Alpine Renault 1600s,"1,163.40",298,"Vida Sport, Ltd",Switzerland,Genève,Shipped,Mihael,Holz,NULL,Welly Diecast Productions,30-Aug-04,6163.4
10288,S24_1046,36,66.88,11,1970 Chevy Chevelle SS 454,"2,407.68",166,Handji Gifts& Co,Singapore,Singapore,Shipped,Wendy,Victorino,NULL,Unimax Art Galleries,1-Sep-04,7407.68
10291,S10_1949,37,210.01,11,1952 Alpine Renault 1300,"7,770.37",448,Scandinavian Gift Ideas,Sweden,Bräcke,Shipped,Martha,Larsson,NULL,Classic Metal Creations,8-Sep-04,12770.37
10292,S18_2319,41,103.09,11,1964 Mercedes Tour Bus,"4,226.69",131,Land of Toys Inc.,USA,NYC,Shipped,Kwai,Lee,NY,Unimax Art Galleries,8-Sep-04,9226.69
10296,S700_2047,34,89.61,11,HMS Bounty,"3,046.74",415,"Bavarian Collectables Imports, Co.",Germany,Munich,Shipped,Michael,Donnermeyer,NULL,Unimax Art Galleries,15-Sep-04,8046.74
10299,S10_4698,29,164.61,11,2003 Harley-Davidson Eagle Drag Bike,"4,773.69",186,"Toys of Finland, Co.",Finland,Helsinki,Shipped,Matti,Karttunen,NULL,Red Start Diecast,30-Sep-04,9773.69
10301,S24_3856,50,122.17,11,1956 Porsche 356A Coupe,"6,108.50",299,"Norway Gifts By Mail, Co.",Norway,Oslo,Shipped,Jan,Klaeboe,NULL,Classic Metal Creations,5-Oct-03,11108.5
10304,S18_3320,38,95.24,11,1917 Maxwell Touring Car,"3,619.12",256,Auto Associés & Cie.,France,Versailles,Shipped,Daniel,Tonini,NULL,Exoto Designs,11-Oct-04,8619.12
10305,S18_2432,41,58.95,11,1926 Ford Fire Engine,"2,416.95",286,Marta's Replicas Co.,USA,Cambridge,Shipped,Marta,Hernandez,MA,Carousel DieCast Legends,13-Oct-04,7416.95
10306,S18_3259,40,83.7,11,Collectable Wooden Train,"3,348.00",187,"AV Stores, Co.",UK,Manchester,Shipped,Rachel,Ashworth,NULL,Carousel DieCast Legends,14-Oct-04,8348
10308,S50_1341,47,37.09,11,1930 Buick Marquette Phaeton,"1,743.23",319,Mini Classics,USA,White Plains,Shipped,Steve,Frick,NY,Studio M Art Models,15-Oct-04,6743.23
10310,S12_3990,49,77.41,11,1970 Plymouth Hemi Cuda,"3,793.09",259,"Toms Spezialitäten, Ltd",Germany,Köln,Shipped,Henriette,Pfalzheim,NULL,Studio M Art Models,16-Oct-04,8793.09
10311,S18_3685,32,134.22,11,1948 Porsche Type 356 Roadster,"4,295.04",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Gearbox Collectibles,16-Oct-04,9295.04
10312,S18_2795,25,150.19,11,1928 Mercedes-Benz SSK,"3,754.75",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Gearbox Collectibles,21-Oct-04,8754.75
10313,S12_1666,21,131.2,11,1958 Setra Bus,"2,755.20",202,Canadian Gift Exchange Network,Canada,Vancouver,Shipped,Yoshi,Tamuri,BC,Welly Diecast Productions,22-Oct-04,7755.2
10314,S24_1444,44,51.44,11,1970 Dodge Coronet,"2,263.36",227,Heintze Collectables,Denmark,Århus,Shipped,Palle,Ibsen,NULL,Highway 66 Mini Classics,22-Oct-04,7263.36
10316,S24_3420,47,55.23,11,1937 Horch 930V Limousine,"2,595.81",240,giftsbymail.co.uk,UK,Cowes,Shipped,Helen,Bennett,Isle of Wight,Autoart Studio Design,1-Nov-04,7595.81
10321,S18_3232,33,164.26,11,1992 Ferrari 360 Spider red,"5,420.58",462,FunGiftIdeas.com,USA,New Bedford,Shipped,Violeta,Benitez,MA,Unimax Art Galleries,4-Nov-04,10420.58
10322,S18_2432,35,57.12,11,1926 Ford Fire Engine,"1,999.20",363,Online Diecast Creations Co.,USA,Nashua,Shipped,Dorothy,Young,NH,Carousel DieCast Legends,4-Nov-04,6999.2
10324,S32_1268,20,91.49,11,1980’s GM Manhattan Express,"1,829.80",181,Vitachrome Inc.,USA,NYC,Shipped,Michael,Frick,NY,Motor City Art Classics,5-Nov-04,6829.8
10328,S700_2834,33,117.46,11,ATA: B757-300,"3,876.18",278,Rovelli Gifts,Italy,Bergamo,Shipped,Giovanni,Rovelli,NULL,Highway 66 Mini Classics,12-Nov-04,8876.18
10329,S32_1374,45,80.91,11,1997 BMW F650 ST,"3,640.95",131,Land of Toys Inc.,USA,NYC,Shipped,Kwai,Lee,NY,Exoto Designs,15-Nov-04,8640.95
10331,S18_3232,27,169.34,11,1992 Ferrari 360 Spider red,"4,572.18",486,Motor Mint Distributors Inc.,USA,Philadelphia,Shipped,Rosa,Salazar,PA,Unimax Art Galleries,17-Nov-04,9572.18
10332,S24_2887,44,108.04,11,1952 Citroen-15CV,"4,753.76",187,"AV Stores, Co.",UK,Manchester,Shipped,Rachel,Ashworth,NULL,Exoto Designs,17-Nov-04,9753.76
10336,S12_3148,33,126.91,11,1969 Corvair Monza,"4,188.03",172,"La Corne D'abondance, Co.",France,Paris,Shipped,Marie,Bertrand,NULL,Welly Diecast Productions,20-Nov-04,9188.03
10339,S24_3949,45,57.32,11,Corsair F4U ( Bird Cage),"2,579.40",398,"Tokyo Collectables, Ltd",Japan,Minato-ku,Shipped,Akiko,Shimamura,Tokyo,Second Gear Diecast,23-Nov-04,7579.4
10342,S18_4721,38,124.99,11,1957 Corvette Convertible,"4,749.62",114,"Australian Collectors, Co.",Australia,Melbourne,Shipped,Peter,Ferguson,Victoria,Classic Metal Creations,24-Nov-04,9749.62
